"start","end","today","district","treat","MCC_ID","catch_ID","Fat","SNF","Added.Water","Temp","Protein","Corrected.Lactometer.Reading","lacto_test","Analogue.Lactometer.Test","al_test_done","Alcohol.Test","Qty","Rejected","Price"
"2022-12-07T12:48:56.943+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T10:58:04.861+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:54:19.644+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:55:31.899+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:21:04.104+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:52:32.703+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T16:30:59.944+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:35:39.293+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T10:33:13.949+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:36:36.407+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:49:50.395+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:14:38.040+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T10:52:29.785+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:59:48.906+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:04:02.640+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:52:46.452+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:49:31.396+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:44:07.006+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T10:50:47.385+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:30:14.355+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:02:08.905+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T17:53:16.953+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:57:39.282+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:31:54.406+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:47:37.547+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T15:55:45.500+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:48:28.282+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:41:59.014+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:31:13.444+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:39:15.261+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:27:09.407+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:11:35.566+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:42:44.650+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:38:06.720+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:09:03.930+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:48:12.364+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T10:34:12.207+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:05:16.041+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:35:24.988+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T10:46:48.626+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:18:51.793+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:55:16.776+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:46:01.746+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-03T17:09:15.166+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:55:18.171+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:44:58.615+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:44:59.533+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:23:20.069+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:52:24.380+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T11:42:03.138+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T12:38:31.636+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T13:55:59.630+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T14:46:06.380+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T15:57:52.755+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-04T16:52:52.307+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-06T11:21:37.455+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-06T12:11:43.848+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-06T12:48:15.846+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-06T13:43:54.610+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:52:52.871+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T12:25:33.320+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:13:23.359+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:18:51.332+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T16:31:53.903+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:26:59.202+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:07:12.692+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T15:28:02.031+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T14:33:16.876+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T13:17:13.730+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T11:29:47.603+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:08:05.485+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:11:14.063+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:50:36.363+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:46:30.454+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:15:08.161+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:56:50.639+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:51:05.445+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T17:14:22.466+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:43:52.020+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:33:47.385+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T17:17:39.633+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:54:02.367+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:48:58.114+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:02:40.799+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:10:35.067+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:42:59.623+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:52:24.909+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T17:18:14.655+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-07T17:16:20.910+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:04:13.346+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:06:49.458+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:32:48.828+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:46:37.105+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:52:26.564+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:12:59.557+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:01:32.612+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:40:23.185+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:50:12.289+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:31:35.441+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:41:34.035+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:29:36.732+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:23:49.819+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:04:01.374+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:27:01.337+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T18:14:49.849+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:12:38.116+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:27:32.564+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:52:24.258+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:24:32.526+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:47:38.250+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:27:15.634+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:03:08.054+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:42:13.963+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:02:51.393+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:23:53.242+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:46:31.872+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:13:33.088+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:31:39.392+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:09:50.178+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:45:14.941+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:10:20.014+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:55:47.992+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:58:38.143+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:18:26.976+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:28:15.003+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:27:31.557+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:24:42.478+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:20:02.681+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:34:23.784+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:17:32.384+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:40:36.309+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:26:53.207+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:38:35.887+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:12:59.573+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:47:48.920+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:48:04.197+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:43:58.354+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:33:20.054+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:56:50.522+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:49:05.190+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:27:34.906+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:55:07.967+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:50:06.391+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T17:50:21.544+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:49:01.717+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:15:20.274+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:45:47.283+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:37:53.514+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:26:12.145+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:16:47.017+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:57:53.919+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:25:51.664+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:36:15.071+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:39:59.232+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:25:47.386+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:15:53.286+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:55:00.207+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:59:24.827+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T17:32:17.337+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:55:29.611+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:32:45.058+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T08:57:35.123+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:41:55.117+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:11:38.270+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:14:47.294+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:35:36.734+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:27:11.762+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T16:29:28.954+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:26:58.887+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T10:37:25.269+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:21:14.697+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:14:49.586+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:43:06.689+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:54:19.666+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:11:35.838+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T12:41:41.216+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:27:13.773+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:43:45.161+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:28:09.020+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:42:47.846+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:06:51.232+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T11:59:59.365+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:14:31.418+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:34:35.921+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T14:31:03.287+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T13:58:45.065+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-08T15:10:06.433+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-09T11:41:48.391+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-09T12:10:20.344+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-09T13:14:32.701+03:00",NA,NA,NA,"C","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-09T13:32:51.846+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
"2022-12-09T13:37:27.723+03:00",NA,NA,NA,"T","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,""
